Tweet_Id,Label,Target_Groups
1374962476870037504,Offensive,Individual
1374818637605826560,Offensive,Individual
1374767456795856897,NonHate,Individual
1374201304789131264,NonHate,Others
1374046953328152576,Offensive,Individual
1372955868627542018,Offensive,Others
1372899153429233669,Offensive,Political
1372892188435157003,NonHate,Others
1372607962309488643,Offensive,Others
1372455215559888896,Offensive,Political
1372089307381460997,Offensive,Others
1371811163340644352,Offensive,Individual
1371508015623413761,Offensive,Individual
1371432942040350725,NonHate,Individual
1371336004221636609,Offensive,Individual
1371331916171931655,Offensive,Individual
1371299531535491072,Offensive,Individual
1371297095873921030,Offensive,Individual
1371217282127466497,Offensive,Individual
1371203507307442179,Offensive,Individual
1371202520895287297,Offensive,Individual
1371202340452233219,Offensive,Individual
1371169203877679105,Offensive,Individual
1371165266181193730,Offensive,Individual
1371163429206061057,Offensive,Individual
1370806303103193089,Offensive,Political
1370766606624681986,Offensive,Individual
1370613758800887813,Offensive,Individual
1369944901866024964,Offensive,Individual
1369927139621965824,Offensive,Political
1369844844261089280,Offensive,Others
1369842681862496260,Offensive,Individual
1369672031621505025,Offensive,Individual
1369645299816271877,Offensive,Individual
1369345884077633543,Offensive,Political
1369215452140867586,NonHate,Others
1369187473226493958,Offensive,Political
1368622016366923777,Offensive,Individual
1368618220341653504,Offensive,Individual
1368612159492485120,Offensive,Individual
1368606927425474560,Offensive,Individual
1368605467757277185,Offensive,Individual
1368484510652796929,Offensive,Individual
1368274473233772550,Offensive,Political
1367918265859645440,Offensive,Political
1367850680996696067,Offensive,Individual
1367538267369795585,Offensive,Individual
1367535448290037762,Offensive,Individual
1367533045129961474,Offensive,Individual
1367397395042996226,Hate,"Women,Individual"
1367361163621638146,Offensive,Others
1366855560826511360,NonHate,Others
1366833995976036353,Offensive,Individual
1366769444790263808,Hate,Others
1366692098825576448,Offensive,Individual
1366482362796711939,Offensive,Individual
1366481577971052545,Offensive,Others
1366436343924973572,Offensive,Individual
1366058805948157954,Offensive,Individual
1365742947702956032,Offensive,Individual
1365698861272952836,Offensive,Individual
1365693757413347329,Offensive,Individual
1365693456446709760,Offensive,Individual
1365692013480394754,Offensive,Individual
1365691607782154245,Offensive,Individual
1365691512936349706,Offensive,Individual
1365685912613519365,Offensive,Individual
1365594973215674372,Offensive,Individual
1364161895339421700,Offensive,Individual
1363818807169441793,NonHate,Others
1361716159368683520,Offensive,Others
1361394007608225797,Offensive,Individual
1361332506738393088,Offensive,Individual
1360832818855563264,NonHate,Others
1360288623120158722,Offensive,Individual
1360257807585480705,Offensive,Individual
1360253463553187848,Offensive,Others
1358367173366849538,Offensive,Individual
1358024398419107845,Offensive,Individual
1357975185782054912,Offensive,Individual
1357209119992680449,Offensive,Individual
1357206969774350336,Offensive,Political
1357038877194641410,Offensive,Individual
1356262248671440899,Offensive,Individual
1356258931467710465,Offensive,Others
1355547674968084480,Offensive,Political
1355420094487097345,Offensive,Political
1354894576448720905,Offensive,Individual
1354440915109089282,Offensive,Individual
1354440514733412358,Offensive,Individual
1354014426945495040,Offensive,Others
1353428020111921153,Offensive,Individual
1353380910888960001,Offensive,Individual
1353073977707532291,Offensive,Others
1352272070260916224,Offensive,Individual
1351564189979070468,Offensive,Individual
1351541709897756674,Offensive,Individual
1351422484898148353,NonHate,Others
1350699591700631552,Offensive,Individual
1350367725613424641,NonHate,Others
1350363073563955202,Offensive,Individual
1350296254333370368,Offensive,Individual
1349633174586880000,Offensive,Individual
1348709665861816321,NonHate,Others
1348611035549233153,Offensive,Individual
1348336012657786880,Offensive,Individual
1348300288202067970,NonHate,Individual
1348293126763384833,Offensive,Individual
1347218530308001792,Offensive,Individual
1347217496097505282,Offensive,Individual
1347141211602132992,NonHate,Individual
1347119484339851264,NonHate,Others
1347104601376374787,Offensive,Individual
1346830804228268033,Offensive,Others
1345822120157138944,NonHate,Bengali
1345425433949454336,Offensive,Political
1345419018413346819,Offensive,Individual
1345315362758225920,Offensive,Individual
1344371434412339201,Offensive,Individual
1344314746124701701,Offensive,Others
1344303452042661888,Offensive,Individual
1344280383068618754,Offensive,Political
1344146783295791104,Offensive,Individual
1343858395464384517,Offensive,Individual
1343524665919074306,NonHate,Individual
1343026621578547200,NonHate,Bengali
1342801123342577664,Offensive,Others
1342564571530153984,Offensive,Individual
1342553448621850624,Offensive,Others
1342515991838801920,Offensive,Indian
1342503608651276289,Offensive,Individual
1340925771003662337,Offensive,"Individual,Political"
1340629650947645440,Offensive,Political
1340628648378781697,Offensive,Individual
1340627621298769921,Offensive,Individual
1340356650796912641,Offensive,Individual
1339657968900599809,Offensive,Individual
1338900921003114501,NonHate,Individual
1338848171812786176,Offensive,Individual
1338483801224179712,NonHate,Bengali
1336264266236612608,Offensive,Individual
1335581000491941889,Offensive,Individual
1334567434817253378,Offensive,Individual
1334526705264824322,Offensive,Others
1334497512862830596,NonHate,Others
1334350722125582338,Offensive,Others
1334214285157752832,Offensive,Others
1334172107396136963,Offensive,Individual
1334115919115677697,Offensive,Individual
1333792593977610246,Offensive,Individual
1333734956460253187,Offensive,Individual
1333688185675603968,Offensive,Others
1333599825451839489,Offensive,Individual
1333498660886257664,NonHate,Others
1332749960706543621,Offensive,Political
1331297129441095682,Offensive,Individual
1330513946416058369,Offensive,Individual
1330165322293391360,Offensive,Others
1326882089510187013,Offensive,Individual
1326822704465457152,Offensive,Individual
1326168087310200832,Offensive,Individual
1325423401708609539,Offensive,Others
1324426395334844416,Offensive,Political
1323526231925481473,Offensive,Individual
1323290842048557057,Offensive,Others
1323209199795404800,Offensive,Others
1323203241996242944,Offensive,Others
1323170910132604929,Offensive,Others
1323169577660866561,Offensive,Others
1323168269960847360,Offensive,Others
1322854674026778625,Offensive,Others
1322797501913550848,Offensive,Others
1322738584118439937,Offensive,Others
1322593071440130048,Offensive,Individual
1322473927113805824,Offensive,Others
1322464982341070849,Offensive,Individual
1322456743666831360,Offensive,Political
1322435290493976577,Offensive,Individual
1322196743593734150,Offensive,Others
1322091863059308544,Offensive,Individual
1322090523163648002,Offensive,Individual
1321871967499161600,Offensive,Others
1321673921733685248,Offensive,Others
1321638024090775553,NonHate,Political
1320372088918601734,Offensive,Individual
1320043622272622593,Offensive,Others
1320003344782405632,Offensive,Individual
1319933706182774784,Offensive,Others
1318630344732585984,Offensive,Individual
1318303344016850944,Offensive,Individual
1317877458025222147,Offensive,Others
1317819783551672320,Offensive,"Individual,Political"
1317796683548303361,Offensive,Individual
1317526201678790656,Offensive,Individual
1317468782915317760,Offensive,Individual
1316562539094765569,NonHate,Others
1316461956555964417,Offensive,Individual
1315914084504616961,Offensive,"Individual,Political"
1315293224152391680,Offensive,Political
1314791576787329024,Offensive,Individual
1314757826468667393,NonHate,Others
1314448253144850432,Offensive,Individual
1314429813617295361,Offensive,Individual
1314429531948711936,Offensive,Individual
1314429126254755843,Offensive,Individual
1314427454124183552,Offensive,"Individual,Political"
1314130873021730822,NonHate,Others
1313717700623888386,Offensive,Individual
1313538574302670848,Offensive,Individual
1313464314045456385,Offensive,Individual
1312777847539298304,Offensive,Individual
1311621731375706113,Offensive,Individual
1311608913687580672,NonHate,Others
1311557815152984064,Offensive,Individual
1311469867636338689,Offensive,Political
1311313182422528000,Hate,Bangladeshi
1311184777387573248,Hate,Hindu
1311025790931275776,Offensive,Individual
1310929705084710913,Offensive,Others
1310816695024578561,NonHate,Others
1310121049728512001,Offensive,Others
1309956902684508160,Offensive,Political
1309528004855357440,Offensive,Islam
1309396875813027840,Hate,"Indian,Hindu"
1309153568876892168,Offensive,Individual
1309032077770346496,Hate,Islam
1308793670729003008,Offensive,Individual
1308773754487545858,Offensive,Others
1308408185133432832,Offensive,Individual
1307424192539758593,Offensive,Individual
1306899463705784320,Offensive,Individual
1306613084153282562,Offensive,Individual
1306607494978891778,Offensive,"Individual,Political"
1306509755116957696,Offensive,Individual
1306299481017577472,Offensive,Individual
1305569481381392384,Offensive,Individual
1305482986993799170,Offensive,Individual
1305222945170546688,Offensive,Political
1303654568014700544,Offensive,Political
1303632612859109378,NonHate,Individual
1302109256263413760,NonHate,Others
1302075473397047298,Offensive,Others
1301929189935775746,Offensive,Individual
1301615473088290821,NonHate,Political
1301587655889649664,Offensive,Individual
1301568288321724416,Hate,Bengali
1282008482103742466,Offensive,Individual
1301475340615708673,Offensive,Others
1300800309539663873,Offensive,Individual
1300339440884350977,Offensive,Political
1300269638090096641,Offensive,Others
1300248425322049536,Offensive,Others
1299773981944291328,Offensive,Others
1299418084353212420,NonHate,Others
1299171318038802432,Offensive,Others
1299061111820398592,Offensive,Individual
1299023698352050177,Offensive,Others
1298661049193750528,Offensive,Individual
1298145073977155584,Offensive,Individual
1297941850779561984,Offensive,Individual
1297187879538397184,Offensive,Individual
1297185432577478658,Offensive,Individual
1297182592983154689,Offensive,Individual
1296850679881854976,Offensive,Individual
1296785953579655169,NonHate,Others
1295653455634153475,Offensive,Individual
1295397730240442368,Offensive,Others
1295360654111412224,Offensive,Others
1295189844570718208,Offensive,Individual
1294868788014272513,Offensive,Individual
1294384568091336704,NonHate,Others
1293264796004028417,Offensive,Political
1292327962000293888,Hate,"Bihari,Others"
1292025152247537665,Hate,Hindu
1291811473514102784,Offensive,Individual
1291794860421214208,Offensive,Political
1291637738416951296,Offensive,Individual
1291212743110848513,Offensive,Individual
1291053286590574593,Offensive,Individual
1290912435730227202,Offensive,Individual
1290756722399707136,Offensive,Individual
1290736038067859456,NonHate,Others
1290696630392381443,Offensive,"Individual,Political"
1290695588262998019,Offensive,"Individual,Political"
1290695108438843393,Offensive,Individual
1290672854887890944,Offensive,Individual
1290629330842693632,Offensive,Others
1290460713857753090,Offensive,Individual
1290301341248626688,Offensive,Individual
1290173311415009281,Offensive,Individual
1290166518957740033,NonHate,Political
1290139206988099584,Hate,Bangladeshi
1289899363993440257,Offensive,Others
1289742018617384961,Offensive,Individual
1289493880451158016,Offensive,Individual
1289107870844203008,Offensive,Individual
1289097506081538048,Offensive,Individual
1214811318030606336,Offensive,Individual
1289067054444589058,Offensive,Individual
1288872745279852547,Offensive,Individual
1288680012850196481,Offensive,Others
1288676934763782146,NonHate,Others
1288505007315197952,Offensive,Political
1288172123630915584,Offensive,Individual
1288035224534700032,Offensive,Others
1287636730506428418,Offensive,Individual
1287467194243112961,Offensive,Individual
1287073941991743489,Offensive,Individual
1286980668677750784,Offensive,Others
1286919069892071424,Offensive,Political
1286777345819308033,Offensive,Individual
1286028460821970951,Offensive,Individual
1285997612978470912,Offensive,Individual
1285806726361411584,Offensive,Individual
1283856342390763520,Offensive,Individual
1283698969160216576,Offensive,Individual
1283476853622050817,Offensive,Individual
1283130389159014402,Offensive,Others
1282683811893936128,Offensive,Others
1282349927884926983,Offensive,Individual
1282009266988056577,Offensive,Individual
1282009087027249152,Offensive,Individual
1282008719102849024,Offensive,Individual
1282008580804075520,Offensive,Others
1281975213660368897,Offensive,Others
1281086823297462272,Offensive,Political
1280911295017922560,Offensive,Others
1280881557775892483,NonHate,Others
1280490404614295558,Offensive,Others
1280062738744569856,Offensive,Individual
1279530227966722048,Offensive,Others
1279073434845147137,Offensive,Individual
1278789743023550464,Offensive,Individual
1277594523070164992,Offensive,"Women,Political"
1276605074261676033,Offensive,Others
1276567850140839938,Offensive,Individual
1276480055011471361,Offensive,Individual
1276229942972309504,Offensive,Individual
1275852118038102016,Offensive,Individual
1275404840139550721,Offensive,Individual
1275404738163404801,Offensive,Individual
1275337322784075776,Hate,Islam
1274801412501889025,Offensive,Individual
1274612284623478784,Offensive,Individual
1274416415487885312,Offensive,"Women,Individual"
1274016558222733314,Offensive,Individual
1273665061823762435,Offensive,Individual
1273580967475572738,NonHate,Bengali
1273198111838461955,Offensive,Individual
1273172171339304973,Offensive,Individual
1273125568700129283,Offensive,Individual
1272992250461470720,Offensive,Individual
1271877626332733442,Offensive,Individual
1271714322998329360,Hate,Islam
1271691731772166150,Offensive,Others
1271007637069389824,Offensive,Political
1270285432920686592,Offensive,Individual
1269551734394892288,Offensive,Individual
1269407974323179521,Offensive,Individual
1269249698260488193,Offensive,Individual
1269232754236915715,Offensive,Individual
1269170640659062784,Offensive,Individual
1268917098887000064,Offensive,Individual
1267533646879055872,NonHate,Individual
1267159482343264259,Offensive,Individual
1266116861063827456,Offensive,Individual
1265390020933935106,Offensive,Individual
1265305252829560836,Offensive,Individual
1265250616479289344,NonHate,Individual
1264583392978444288,Offensive,Others
1264489176893919237,Offensive,Individual
1264078526053048320,Offensive,Individual
1264004258610978817,Offensive,Individual
1263938587709579264,Offensive,Individual
1263793398869188616,Offensive,Political
1262759605555195904,Offensive,Individual
1259150552820137984,Offensive,Political
1258305828165226497,Offensive,Individual
1258031089584607232,Offensive,Individual
1257661713832435713,Offensive,Individual
1255518870632370176,Offensive,Individual
1255169694094503940,Offensive,Political
1255106592783036416,Offensive,Individual
1254998727162499072,Offensive,Individual
1254998514708422658,Offensive,Political
1254892673741099009,Offensive,Individual
1254667426026983424,Offensive,Individual
1254099496524566528,Offensive,Individual
1253967983610716161,Offensive,Others
1252427120724176899,Hate,Bangladeshi
1252286229724315651,Offensive,Individual
1252207303857766402,Offensive,Political
1251199226496929796,Hate,Others
1250455453831540737,Offensive,"Islam,Individual"
1250115959831973893,Offensive,Others
1249955062488555521,Offensive,Others
1249054209820876800,Offensive,Political
1248596896475574272,Offensive,Political
1214480943253090306,Offensive,Individual
1248185505495146496,Offensive,Others
1247333925896085505,Offensive,Individual
1247158636922556427,NonHate,Others
1246437888000249857,Hate,"Bangladeshi,Islam"
1244982110022258692,Offensive,Individual
1244871930617966597,Offensive,Individual
1244653381982932994,Offensive,Individual
1244651647860703233,Offensive,Individual
1244638552765284352,Offensive,Individual
1243180994452021249,Offensive,Individual
1242848370621739009,Offensive,Individual
1242802282250436610,NonHate,Others
1242709392455172096,Offensive,Others
1242292688017190912,Offensive,Individual
1241203091694915584,Offensive,Individual
1240921040307376130,Offensive,Others
1239925462513545217,Offensive,Individual
1238441615062003717,Offensive,Individual
1235978962024579072,Offensive,Others
1235413598261964800,Offensive,Others
1235250940267110400,Offensive,Individual
1234493114754138112,Offensive,Others
1233396273840979968,Hate,Bangladeshi
1232928926994960384,Offensive,Political
1231986119148834816,Offensive,Others
1183069021782056961,Offensive,Individual
1230978784079294477,Offensive,Others
1230156612775464961,Offensive,Individual
1229499923403403264,Offensive,Individual
1229471446126202880,NonHate,Others
1229085319598759938,Offensive,Individual
1229080518739689472,Offensive,"Women,Individual"
1228982045910560768,Offensive,Political
1228912951433654272,Offensive,Others
1228345445442670598,Offensive,Individual
1226977177557704705,Offensive,Individual
1226975778560147457,Offensive,Individual
1225764401606578176,Offensive,Individual
1224217429016043520,Offensive,Individual
1223669909541933056,Hate,Bangladeshi
1222933034422325249,Offensive,Individual
1222897678138277893,NonHate,Others
1222883186004369408,Offensive,Individual
1221497127290863616,Offensive,Individual
1220214936581758981,Hate,Pakistani
1219568516094816256,Offensive,Individual
1218954235481452544,Offensive,Individual
1218050815534886913,Offensive,Others
1215900427805323264,NonHate,Others
1215201639402889216,Hate,Bengali
1215092702200483841,Offensive,Bengali
1214964069175685120,Offensive,Individual
1214957820845510656,NonHate,Others
1213091540672765957,NonHate,Individual
1212676203888332800,Hate,"Bengali,Bangladeshi,Pakistani"
1211663695618592769,Offensive,Individual
1208820726611902464,Offensive,Individual
1208780888625971201,Offensive,Individual
1208668031712288769,Offensive,Individual
1208608800132911107,NonHate,Others
1208316490618982400,NonHate,Individual
1207984579514130433,Offensive,Individual
1207373078834974721,Offensive,Individual
1207372443620274176,Offensive,Individual
1207250573101154304,Hate,"Bengali,Bangladeshi"
1206918696654004227,Offensive,Political
1206712970614431745,Offensive,Individual
1206612452021899264,NonHate,Political
1206595747329855489,Offensive,Others
1206586560465920002,Offensive,Political
1206515653903101952,Offensive,Others
1206504487961055234,Hate,Islam
1206204121608417281,Offensive,Others
1206159639357706240,Hate,Bangladeshi
1206158810252898304,Hate,Bangladeshi
1205952452261924864,Offensive,Political
1205553423548108806,Offensive,Others
1205473678386855936,Hate,Islam
1205015325126692864,Offensive,Individual
1204824828345274368,NonHate,Others
1204107614667149312,NonHate,Individual
1203696141054775301,Hate,Bengali
1203237579400704000,NonHate,Political
1203083182091816960,NonHate,Others
1202525309817384960,Offensive,Individual
1202146906433998848,Offensive,Islam
1201869587827965952,Hate,Islam
1201867673698594816,Offensive,Others
1201232340522921984,Offensive,Individual
1200379369950068736,Offensive,Individual
1199601334850338816,Offensive,Individual
1199453124731129857,Offensive,Individual
1197221700481372160,Offensive,Individual
1197171543006052352,Offensive,Individual
1196003983015366658,Offensive,Individual
1195592452846968837,Offensive,Individual
1194638703529881600,Offensive,Individual
1194004805431242752,Hate,Others
1192811743514419200,Offensive,Individual
1192016091419070464,Offensive,Individual
1189784823671320578,Offensive,Individual
1187558348264067073,NonHate,Others
1185927060184653829,Offensive,Others
1185196443486699528,Offensive,Individual
1185109040877039617,Offensive,Individual
1184361915436285953,Offensive,Individual
1184008072202612736,NonHate,Others
1183129271109324800,Hate,Indian
1182337391765250048,Offensive,Individual
1182250411354279937,Offensive,Individual
1182249162735112193,Offensive,Individual
1181983346701697024,Offensive,Individual
1180692433559883776,Offensive,Others
1180191372348919809,Offensive,Individual
1177411553601081350,Offensive,Individual
1175722353524801536,NonHate,Others
1175409984017973250,Offensive,Individual
1175282946195898368,Offensive,Others
1175279122693492736,Offensive,Political
1174967547541639168,Offensive,Political
1174740444292378624,NonHate,Political
1173571652812255232,Offensive,Others
1173333312384851968,Offensive,Individual
1170041044328574976,Offensive,Individual
1169526694736252929,Offensive,Others
1169525450168766464,NonHate,Others
1168870150482911232,NonHate,Others
1167670728734445570,Offensive,Political
1165652192360984576,NonHate,Individual
1165527012284350464,Offensive,Individual
1165111433559826432,Offensive,Individual
1163203288205971456,Offensive,Individual
1163020497862320128,Offensive,Individual
1162097678144004097,Offensive,Individual
1161944789056544770,Hate,Hindu
1161929547899478017,Offensive,Political
1160878871622778882,Offensive,Individual
1160048991419035648,Offensive,Individual
1159735192740929536,Offensive,Individual
1159466358381469696,NonHate,Others
1159010312596656128,Offensive,Political
1158379786743324672,Hate,Hindu
1158228029820174336,Offensive,Individual
1157023749335650305,Offensive,Others
1156081951184310272,NonHate,Others
1155335533565898753,Offensive,Individual
1155160381095940096,Offensive,Individual
1152473385558892544,Offensive,Individual
1151783836327600140,Offensive,Individual
1150834289451233281,Offensive,Individual
1150487262678769664,Offensive,Individual
1149242988448616448,Offensive,Individual
1149200245005398021,Offensive,Individual
1148950882626809857,Offensive,Others
1148476306209857537,NonHate,Political
1146340564553601024,Offensive,Individual
1145584590863515650,Offensive,Individual
1145418704215138304,Offensive,Individual
1144882972950179840,Offensive,Others
1143961979763212288,NonHate,Others
1143803438452682752,Offensive,Individual
1141415459444711425,NonHate,Political
1140309084886880257,Offensive,Political
1140158883786190848,NonHate,Others
1139222085761413121,Offensive,Individual
1137962292996464640,Offensive,Individual
1137022463269675011,Offensive,Individual
1135456845152178176,NonHate,Political
1132159547718508545,NonHate,Others
1130667448456212480,Offensive,Individual
1129723190421401600,Offensive,Individual
1129418829099085825,Offensive,Others
1129260197254488065,Offensive,Individual
1128760333760229376,Offensive,Individual
1128633072167964673,Offensive,Individual
1128541643013967872,NonHate,Political
1128381641381097473,NonHate,Political
1128369540964818944,Offensive,Political
1127830775305359361,Offensive,"Women,Individual"
1127637452921794561,Offensive,Others
